Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3395126000000.0,2654407000000.0,0.78,0.16,4905.0,32.0,Y,,0.1554,2023-12-31,Q4-2023
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2540116000000.0,2403247000000.0,0.95,0.27,3781.0,23.0,Y,,0.1163,2023-12-31,Q4-2023
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1733244000000.0,1706073000000.0,0.98,0.35,4359.0,10.0,Y,,0.0793,2023-12-31,Q4-2023
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1684710000000.0,1043482000000.0,0.62,0.43,654.0,115.0,Y,,0.0771,2023-12-31,Q4-2023
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,650659000000.0,641266000000.0,0.99,0.46,2308.0,1.0,N,,0.0298,2023-12-31,Q4-2023
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,557463000000.0,555389000000.0,1.0,0.48,2371.0,1.0,N,,0.0255,2023-12-31,Q4-2023
TRUIST BK/TRUIST FC,7.0,852320,"CHARLOTTE, NC",SNM,527530000000.0,527428000000.0,1.0,0.51,2001.0,0.0,N,,0.0241,2023-12-31,Q4-2023
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,8.0,2182786,"NEW YORK, NY",SMB,521102000000.0,456599000000.0,0.88,0.53,2.0,2.0,N,,0.0239,2023-12-31,Q4-2023
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,475629000000.0,475068000000.0,1.0,0.55,278.0,1.0,N,,0.0218,2023-12-31,Q4-2023
T D BK NA/TD GRP US HOLDS LLC,10.0,497404,"WILMINGTON, DE",NAT,367175000000.0,367175000000.0,1.0,0.57,1179.0,0.0,N,,0.0168,2023-12-31,Q4-2023
BANK OF NY MELLON/BANK OF NY MELLON CORP,11.0,541101,"NEW YORK, NY",SMB,332529000000.0,249153000000.0,0.75,0.59,1.0,15.0,Y,,0.0152,2023-12-31,Q4-2023
STATE STREET B&TC/STATE STREET CORP,12.0,35301,"BOSTON, MA",SMB,293238000000.0,212534000000.0,0.72,0.6,2.0,10.0,N,,0.0134,2023-12-31,Q4-2023
BMO BK NA/BMO FNCL CORP,13.0,75633,"CHICAGO, IL",NAT,265658000000.0,265658000000.0,1.0,0.61,1013.0,0.0,N,,0.0122,2023-12-31,Q4-2023
CITIZENS BK NA/CITIZENS FNCL GRP,14.0,3303298,"PROVIDENCE, RI",NAT,221750000000.0,221750000000.0,1.0,0.62,1068.0,1.0,N,,0.0102,2023-12-31,Q4-2023
FIFTH THIRD BK NA/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",NAT,213768000000.0,213606000000.0,1.0,0.63,1104.0,1.0,N,,0.0098,2023-12-31,Q4-2023
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,16.0,491224,"RALEIGH, NC",SNM,213618000000.0,213559000000.0,1.0,0.64,554.0,0.0,N,,0.0098,2023-12-31,Q4-2023
MORGAN STANLEY BK NA/MORGAN STANLEY,17.0,1456501,"SALT LAKE CITY, UT",NAT,209006000000.0,209006000000.0,1.0,0.65,0.0,0.0,N,,0.0096,2023-12-31,Q4-2023
MANUFACTURERS & TRADERS TC/M&T BK CORP,18.0,501105,"BUFFALO, NY",SMB,207771000000.0,207771000000.0,1.0,0.66,993.0,1.0,Y,,0.0095,2023-12-31,Q4-2023
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,19.0,2489805,"PURCHASE, NY",NAT,203313000000.0,203313000000.0,1.0,0.67,0.0,0.0,N,,0.0093,2023-12-31,Q4-2023
HUNTINGTON NB/HUNTINGTON BSHRS,20.0,12311,"COLUMBUS, OH",NAT,188731000000.0,188731000000.0,1.0,0.68,1061.0,0.0,N,,0.0086,2023-12-31,Q4-2023
ALLY BK/ALLY FNCL,21.0,3284070,"SANDY, UT",SMB,186114000000.0,186114000000.0,1.0,0.69,0.0,0.0,N,,0.0085,2023-12-31,Q4-2023
KEYBANK NA/KEYCORP,22.0,280110,"CLEVELAND, OH",NAT,185890000000.0,185887000000.0,1.0,0.69,978.0,0.0,N,,0.0085,2023-12-31,Q4-2023
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,23.0,1394676,"SANDY, UT",NAT,180421000000.0,180421000000.0,1.0,0.7,0.0,0.0,N,,0.0083,2023-12-31,Q4-2023
HSBC BK USA NA/HSBC N AMER HOLDS,24.0,413208,"TYSONS, VA",NAT,165172000000.0,165171000000.0,1.0,0.71,20.0,3.0,Y,,0.0076,2023-12-31,Q4-2023
REGIONS BK/REGIONS FC,25.0,233031,"BIRMINGHAM, AL",SMB,151314000000.0,151314000000.0,1.0,0.72,1271.0,0.0,N,,0.0069,2023-12-31,Q4-2023
NORTHERN TC/NORTHERN TR CORP,26.0,210434,"CHICAGO, IL",SMB,150252000000.0,102802000000.0,0.68,0.72,55.0,4.0,Y,,0.0069,2023-12-31,Q4-2023
DISCOVER BK/DISCOVER FS,27.0,30810,"GREENWOOD, DE",SNM,149353000000.0,149353000000.0,1.0,0.73,0.0,0.0,N,,0.0068,2023-12-31,Q4-2023
FLAGSTAR BK NA/NEW YORK CMNTY BC,28.0,694904,"HICKSVILLE, NY",NAT,116257000000.0,116257000000.0,1.0,0.74,421.0,0.0,N,,0.0053,2023-12-31,Q4-2023
SANTANDER BK NA/SANTANDER HOLDS USA,29.0,722777,"WILMINGTON, DE",NAT,100488000000.0,100475000000.0,1.0,0.74,409.0,0.0,N,,0.0046,2023-12-31,Q4-2023
CITY NB/RBC US GRP HOLDS LLC,30.0,63069,"LOS ANGELES, CA",NAT,93373000000.0,93373000000.0,1.0,0.75,64.0,0.0,N,,0.0043,2023-12-31,Q4-2023
ZIONS BC NA/,31.0,276579,"SALT LAKE CITY, UT",NAT,87203000000.0,87203000000.0,1.0,0.75,430.0,0.0,N,,0.004,2023-12-31,Q4-2023
COMERICA BK/COMERICA,32.0,60143,"DALLAS, TX",SMB,85902000000.0,85525000000.0,1.0,0.75,408.0,1.0,N,,0.0039,2023-12-31,Q4-2023
FIRST HORIZON BK/FIRST HORIZON CORP,33.0,485559,"MEMPHIS, TN",SMB,81367000000.0,81367000000.0,1.0,0.76,419.0,0.0,N,,0.0037,2023-12-31,Q4-2023
WEBSTER BK NA/WEBSTER FNCL CORP,34.0,761806,"STAMFORD, CT",NAT,74876000000.0,74876000000.0,1.0,0.76,199.0,0.0,N,,0.0034,2023-12-31,Q4-2023
WESTERN ALLI BK/WESTERN ALLI BC,35.0,3138146,"PHOENIX, AZ",SMB,70853000000.0,70853000000.0,1.0,0.76,38.0,0.0,N,,0.0032,2023-12-31,Q4-2023
EAST WEST BK/EAST WEST BC,36.0,197478,"PASADENA, CA",SMB,69479000000.0,66272000000.0,0.95,0.77,100.0,1.0,N,,0.0032,2023-12-31,Q4-2023
VALLEY NB/VALLEY NAT BC,37.0,229801,"PASSAIC, NJ",NAT,60944000000.0,60944000000.0,1.0,0.77,230.0,0.0,N,,0.0028,2023-12-31,Q4-2023
SYNOVUS BK/SYNOVUS FC,38.0,395238,"COLUMBUS, GA",SMB,59686000000.0,59686000000.0,1.0,0.77,244.0,0.0,N,,0.0027,2023-12-31,Q4-2023
CIBC BK USA/CIBC BC USA,39.0,1842065,"CHICAGO, IL",SNM,54847000000.0,54847000000.0,1.0,0.77,23.0,0.0,N,,0.0025,2023-12-31,Q4-2023
UMPQUA BK/COLUMBIA BKG SYS,40.0,143662,"LAKE OSWEGO, OR",SNM,52167000000.0,52167000000.0,1.0,0.78,299.0,0.0,N,,0.0024,2023-12-31,Q4-2023
FROST BK/CULLEN/FROST BKR,41.0,682563,"SAN ANTONIO, TX",SMB,50957000000.0,50957000000.0,1.0,0.78,194.0,0.0,N,,0.0023,2023-12-31,Q4-2023
BOKF NA/BOK FC,42.0,339858,"TULSA, OK",NAT,49583000000.0,49583000000.0,1.0,0.78,110.0,0.0,N,,0.0023,2023-12-31,Q4-2023
CADENCE BK/,43.0,606046,"TUPELO, MS",SNM,48935000000.0,48935000000.0,1.0,0.78,367.0,0.0,N,,0.0022,2023-12-31,Q4-2023
OLD NB/OLD NAT BC,44.0,208244,"EVANSVILLE, IN",NAT,48803000000.0,48803000000.0,1.0,0.79,263.0,0.0,Y,,0.0022,2023-12-31,Q4-2023
PINNACLE BK/PINNACLE FNCL PTNR,45.0,2925666,"NASHVILLE, TN",SNM,47830000000.0,47830000000.0,1.0,0.79,127.0,0.0,N,,0.0022,2023-12-31,Q4-2023
FIRST NB OF PA/FNB CORP,46.0,379920,"GREENVILLE, PA",NAT,46036000000.0,46036000000.0,1.0,0.79,345.0,0.0,N,,0.0021,2023-12-31,Q4-2023
SOUTHSTATE BK NA/SOUTHSTATE CORP,47.0,1929247,"WINTER HAVEN, FL",NAT,44887000000.0,44887000000.0,1.0,0.79,250.0,0.0,N,,0.0021,2023-12-31,Q4-2023
UMB BK NA/UMB FC,48.0,936855,"KANSAS CITY, MO",NAT,43730000000.0,43730000000.0,1.0,0.79,91.0,0.0,N,,0.002,2023-12-31,Q4-2023
RAYMOND JAMES BK/RAYMOND JAMES FNCL,49.0,2193616,"SAINT PETERSBURG, FL",SMB,41986000000.0,41666000000.0,0.99,0.8,0.0,0.0,N,,0.0019,2023-12-31,Q4-2023
BARCLAYS BK DE/BARCLAYS US LLC,50.0,2980209,"WILMINGTON, DE",SNM,41575000000.0,41575000000.0,1.0,0.8,0.0,0.0,N,,0.0019,2023-12-31,Q4-2023
ASSOCIATED BK NA/ASSOCIATED BANC-CORP,51.0,917742,"GREEN BAY, WI",NAT,40967000000.0,40967000000.0,1.0,0.8,196.0,0.0,N,,0.0019,2023-12-31,Q4-2023
DEUTSCHE BK TC AMERICAS/DB USA CORP,52.0,214807,"NEW YORK, NY",SMB,38725000000.0,38725000000.0,1.0,0.8,0.0,0.0,N,,0.0018,2023-12-31,Q4-2023
PROSPERITY BK/PROSPERITY BSHRS,53.0,664756,"EL CAMPO, TX",SNM,38557000000.0,38557000000.0,1.0,0.8,298.0,0.0,N,,0.0018,2023-12-31,Q4-2023
BANC OF CA/BANC OF CA,54.0,494261,"LOS ANGELES, CA",SMB,38369000000.0,38369000000.0,1.0,0.81,95.0,0.0,N,,0.0018,2023-12-31,Q4-2023
T D BK USA NA/TD GRP US HOLDS LLC,55.0,2121196,"WILMINGTON, DE",NAT,36399000000.0,36399000000.0,1.0,0.81,1.0,0.0,N,,0.0017,2023-12-31,Q4-2023
EVERBANK NA/EVERBANK FNCL CORP,56.0,2735146,"JACKSONVILLE, FL",NAT,36153000000.0,36153000000.0,1.0,0.81,9.0,0.0,N,,0.0017,2023-12-31,Q4-2023
BANKUNITED NA/BANKUNITED,57.0,3938186,"MIAMI LAKES, FL",NAT,35721000000.0,35721000000.0,1.0,0.81,58.0,0.0,N,,0.0016,2023-12-31,Q4-2023
HANCOCK WHITNEY BK/HANCOCK WHITNEY CORP,58.0,463735,"GULFPORT, MS",SNM,35580000000.0,35580000000.0,1.0,0.81,182.0,0.0,N,,0.0016,2023-12-31,Q4-2023
BANK OZK/,59.0,107244,"LITTLE ROCK, AR",SNM,34237000000.0,34237000000.0,1.0,0.81,230.0,0.0,N,,0.0016,2023-12-31,Q4-2023
COMMERCE BK/COMMERCE BSHRS,60.0,601050,"KANSAS CITY, MO",SMB,31504000000.0,31504000000.0,1.0,0.82,141.0,0.0,N,,0.0014,2023-12-31,Q4-2023
FIRST NB OF OMAHA/LAURITZEN CORP,61.0,527954,"OMAHA, NE",NAT,31111000000.0,31111000000.0,1.0,0.82,120.0,0.0,N,,0.0014,2023-12-31,Q4-2023
BNY MELLON NA/BANK OF NY MELLON CORP,62.0,934329,"PITTSBURGH, PA",NAT,30681000000.0,30681000000.0,1.0,0.82,0.0,0.0,N,,0.0014,2023-12-31,Q4-2023
FIRST INTRST BK/FIRST INTRST BANCSYSTEM,63.0,659855,"BILLINGS, MT",SMB,30604000000.0,30604000000.0,1.0,0.82,303.0,0.0,N,,0.0014,2023-12-31,Q4-2023
UNITED BK/UNITED BSHRS,64.0,365325,"FAIRFAX, VA",SMB,29851000000.0,29851000000.0,1.0,0.82,218.0,0.0,N,,0.0014,2023-12-31,Q4-2023
TEXAS CAP BK/TEXAS CAP BSHRS,65.0,2618780,"DALLAS, TX",SNM,28309000000.0,28309000000.0,1.0,0.82,10.0,0.0,N,,0.0013,2023-12-31,Q4-2023
FIRSTBANK/REISHER FAM FOUND,66.0,288853,"LAKEWOOD, CO",SMB,28121000000.0,28121000000.0,1.0,0.82,100.0,0.0,N,,0.0013,2023-12-31,Q4-2023
GLACIER BK/GLACIER BC,67.0,2634191,"KALISPELL, MT",SNM,27724000000.0,27724000000.0,1.0,0.82,199.0,0.0,N,,0.0013,2023-12-31,Q4-2023
ARVEST BK/ARVEST BK GRP,68.0,311845,"FAYETTEVILLE, AR",SMB,27645000000.0,27645000000.0,1.0,0.83,224.0,0.0,N,,0.0013,2023-12-31,Q4-2023
FULTON BK NA/FULTON FNCL CORP,69.0,474919,"LANCASTER, PA",NAT,27433000000.0,27433000000.0,1.0,0.83,208.0,0.0,N,,0.0013,2023-12-31,Q4-2023
SIMMONS BK/SIMMONS FIRST NAT CORP,70.0,663245,"PINE BLUFF, AR",SMB,27309000000.0,27309000000.0,1.0,0.83,241.0,0.0,N,,0.0013,2023-12-31,Q4-2023
UNITED CMNTY BK/UNITED CMNTY BK,71.0,1017939,"GREENVILLE, SC",SNM,27241000000.0,27241000000.0,1.0,0.83,198.0,0.0,N,,0.0012,2023-12-31,Q4-2023
CITY NB OF FL/BCI FNCL GRP,72.0,814430,"MIAMI, FL",NAT,26139000000.0,26139000000.0,1.0,0.83,30.0,0.0,N,,0.0012,2023-12-31,Q4-2023
AMERIS BK/AMERIS BC,73.0,764030,"ATLANTA, GA",SNM,25112000000.0,25112000000.0,1.0,0.83,164.0,0.0,N,,0.0011,2023-12-31,Q4-2023
FIRST HAWAIIAN BK/FIRST HAWAIIAN,74.0,980661,"HONOLULU, HI",SNM,24926000000.0,24266000000.0,0.97,0.83,49.0,0.0,Y,,0.0011,2023-12-31,Q4-2023
SOFI BK NA/SOFI TECHS,75.0,962966,"COTTONWOOD HEIGHTS, UT",NAT,24063000000.0,24063000000.0,1.0,0.83,3.0,0.0,N,,0.0011,2023-12-31,Q4-2023
BANK OF HAWAII/BANK OF HI CORP,76.0,795968,"HONOLULU, HI",SMB,23703000000.0,23053000000.0,0.97,0.84,50.0,1.0,Y,,0.0011,2023-12-31,Q4-2023
CATHAY BK/CATHAY GEN BC,77.0,595869,"LOS ANGELES, CA",SNM,23056000000.0,22688000000.0,0.98,0.84,63.0,1.0,N,,0.0011,2023-12-31,Q4-2023
WASHINGTON FED BK/WAFD,78.0,656377,"SEATTLE, WA",SNM,22637000000.0,22637000000.0,1.0,0.84,198.0,0.0,N,,0.001,2023-12-31,Q4-2023
