Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1674523000000.0,1031124000000.0,0.62,0.15,5141.0,45.0,Y,0.0,0.1484,2010-03-31,Q1-2010
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1496322000000.0,1423296000000.0,0.95,0.28,6052.0,34.0,Y,0.0,0.1326,2010-03-31,Q1-2010
CITIBANK NA/CITIGROUP,3.0,476810,"LAS VEGAS, NV",NAT,1171094000000.0,612018000000.0,0.52,0.38,1026.0,365.0,Y,0.0,0.1038,2010-03-31,Q1-2010
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1065890000000.0,1056399000000.0,0.99,0.48,6639.0,14.0,Y,0.0,0.0945,2010-03-31,Q1-2010
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,277509000000.0,276474000000.0,1.0,0.5,3069.0,1.0,N,0.0,0.0246,2010-03-31,Q1-2010
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"PITTSBURGH, PA",NAT,254518000000.0,252956000000.0,0.99,0.53,2604.0,1.0,N,0.0,0.0226,2010-03-31,Q1-2010
FIA CARD SVC NA/BANK OF AMER CORP,7.0,1830035,"WILMINGTON, DE",NAT,212896000000.0,191177000000.0,0.9,0.55,0.0,0.0,N,0.0,0.0189,2010-03-31,Q1-2010
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"MCLEAN, VA",NAT,183562000000.0,168795000000.0,0.92,0.56,484.0,5.0,Y,1.0,0.0163,2010-03-31,Q1-2010
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,162064000000.0,88314000000.0,0.54,0.58,4.0,12.0,Y,0.0,0.0144,2010-03-31,Q1-2010
SUNTRUST BK/SUNTRUST BK,10.0,675332,"ATLANTA, GA",SMB,160993000000.0,160993000000.0,1.0,0.59,1724.0,0.0,Y,0.0,0.0143,2010-03-31,Q1-2010
CITIBANK SD NA/CITIGROUP,11.0,486752,"SIOUX FALLS, SD",NAT,157935000000.0,157935000000.0,1.0,0.6,0.0,0.0,N,0.0,0.014,2010-03-31,Q1-2010
BRANCH BKG&TC/BB&T CORP,12.0,852320,"WINSTON-SALEM, NC",SNM,157652000000.0,157415000000.0,1.0,0.62,1837.0,1.0,N,0.0,0.014,2010-03-31,Q1-2010
STATE STREET B&TC/STATE STREET CORP,13.0,35301,"BOSTON, MA",SMB,149611000000.0,103911000000.0,0.69,0.63,2.0,10.0,N,0.0,0.0133,2010-03-31,Q1-2010
