Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
BANK OF AMER NA/BANK OF AMER CORP,1.0,480228,"CHARLOTTE, NC",NAT,1057298000000.0,967251000000.0,0.91,0.13,6246.0,173.0,Y,0.0,0.1313,2005-09-30,Q3-2005
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,2.0,852218,"COLUMBUS, OH",NAT,1008426000000.0,626459000000.0,0.62,0.26,2798.0,113.0,Y,0.0,0.1252,2005-09-30,Q3-2005
CITIBANK NA/CITIGROUP,3.0,476810,"NEW YORK, NY",NAT,704616000000.0,308818000000.0,0.44,0.34,388.0,329.0,Y,0.0,0.0875,2005-09-30,Q3-2005
WACHOVIA BK NA/WACHOVIA CORP,4.0,484422,"CHARLOTTE, NC",NAT,477994000000.0,452874000000.0,0.95,0.4,3825.0,7.0,Y,0.0,0.0593,2005-09-30,Q3-2005
WELLS FARGO BK NA/WELLS FARGO & CO,5.0,451965,"SIOUX FALLS, SD",NAT,380109000000.0,379083000000.0,1.0,0.45,3706.0,2.0,Y,0.0,0.0472,2005-09-30,Q3-2005
U S BK NA/U S BC,6.0,504713,"CINCINNATI, OH",NAT,206667000000.0,206234000000.0,1.0,0.48,2731.0,1.0,Y,0.0,0.0257,2005-09-30,Q3-2005
SUNTRUST BK/SUNTRUST BK,7.0,675332,"ATLANTA, GA",SMB,170774000000.0,170774000000.0,1.0,0.5,1854.0,0.0,Y,0.0,0.0212,2005-09-30,Q3-2005
HSBC BK USA NA/HSBC OVERSEAS HOLD UK,8.0,413208,"WILMINGTON, DE",NAT,145949000000.0,135155000000.0,0.93,0.52,413.0,5.0,Y,1.0,0.0181,2005-09-30,Q3-2005
STATE STREET B&TC/STATE STREET CORP,9.0,35301,"BOSTON, MA",SMB,91404000000.0,69533000000.0,0.76,0.53,2.0,12.0,N,0.0,0.0113,2005-09-30,Q3-2005
KEYBANK NA/KEYCORP,10.0,280110,"CLEVELAND, OH",NAT,87574000000.0,85709000000.0,0.98,0.54,1155.0,1.0,N,0.0,0.0109,2005-09-30,Q3-2005
BANK OF NY/BANK OF NY CO,11.0,541101,"NEW YORK, NY",SMB,85737000000.0,59184000000.0,0.69,0.55,340.0,9.0,Y,0.0,0.0106,2005-09-30,Q3-2005
PNC BK NA/PNC FNCL SVC GROUP,12.0,817824,"PITTSBURGH, PA",NAT,84742000000.0,83027000000.0,0.98,0.56,926.0,0.0,Y,0.0,0.0105,2005-09-30,Q3-2005
REGIONS BK/REGIONS FC,13.0,233031,"BIRMINGHAM, AL",SMB,81275000000.0,76955000000.0,0.95,0.57,1533.0,0.0,N,0.0,0.0101,2005-09-30,Q3-2005
