Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
BANK OF AMER NA/BANK OF AMER CORP,1.0,480228,"CHARLOTTE, NC",NAT,1160260000000.0,1039426000000.0,0.9,0.13,6184.0,182.0,Y,0.0,0.1328,2006-06-30,Q2-2006
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,2.0,852218,"COLUMBUS, OH",NAT,1144680000000.0,646732000000.0,0.56,0.26,2794.0,74.0,Y,0.0,0.131,2006-06-30,Q2-2006
CITIBANK NA/CITIGROUP,3.0,476810,"NEW YORK, NY",NAT,777345000000.0,336976000000.0,0.43,0.35,367.0,362.0,Y,0.0,0.089,2006-06-30,Q2-2006
WACHOVIA BK NA/WACHOVIA CORP,4.0,484422,"CHARLOTTE, NC",NAT,504270000000.0,480134000000.0,0.95,0.41,3791.0,7.0,Y,0.0,0.0577,2006-06-30,Q2-2006
WELLS FARGO BK NA/WELLS FARGO & CO,5.0,451965,"SIOUX FALLS, SD",NAT,415859000000.0,415265000000.0,1.0,0.46,3740.0,2.0,Y,0.0,0.0476,2006-06-30,Q2-2006
U S BK NA/U S BC,6.0,504713,"CINCINNATI, OH",NAT,212554000000.0,211441000000.0,0.99,0.48,2788.0,1.0,N,0.0,0.0243,2006-06-30,Q2-2006
SUNTRUST BK/SUNTRUST BK,7.0,675332,"ATLANTA, GA",SMB,181442000000.0,181442000000.0,1.0,0.5,1919.0,0.0,Y,0.0,0.0208,2006-06-30,Q2-2006
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"WILMINGTON, DE",NAT,168899000000.0,152405000000.0,0.9,0.52,413.0,5.0,Y,1.0,0.0193,2006-06-30,Q2-2006
BANK OF NY/BANK OF NY CO,9.0,541101,"NEW YORK, NY",SMB,93863000000.0,61457000000.0,0.65,0.53,346.0,9.0,Y,0.0,0.0107,2006-06-30,Q2-2006
KEYBANK NA/KEYCORP,10.0,280110,"CLEVELAND, OH",NAT,90535000000.0,88377000000.0,0.98,0.54,1159.0,1.0,N,0.0,0.0104,2006-06-30,Q2-2006
STATE STREET B&TC/STATE STREET CORP,11.0,35301,"BOSTON, MA",SMB,89692000000.0,71956000000.0,0.8,0.55,2.0,10.0,N,0.0,0.0103,2006-06-30,Q2-2006
COUNTRYWIDE BK NA/COUNTRYWIDE FC,12.0,1469211,"ALEXANDRIA, VA",NAT,88943000000.0,88943000000.0,1.0,0.56,2.0,0.0,N,0.0,0.0102,2006-06-30,Q2-2006
PNC BK NA/PNC FNCL SVC GROUP,13.0,817824,"PITTSBURGH, PA",NAT,85947000000.0,84215000000.0,0.98,0.57,945.0,0.0,N,0.0,0.0098,2006-06-30,Q2-2006
BRANCH BKG&TC/BB&T CORP,14.0,852320,"WINSTON-SALEM, NC",SNM,85215000000.0,85215000000.0,1.0,0.58,938.0,0.0,N,0.0,0.0098,2006-06-30,Q2-2006
FIA CARD SVC NA/BANK OF AMER CORP,15.0,1830035,"WILMINGTON, DE",NAT,83948000000.0,69841000000.0,0.83,0.59,2.0,1.0,N,0.0,0.0096,2006-06-30,Q2-2006
REGIONS BK/REGIONS FC,16.0,233031,"BIRMINGHAM, AL",SMB,81955000000.0,76663000000.0,0.94,0.6,1526.0,0.0,N,0.0,0.0094,2006-06-30,Q2-2006
CHASE BK USA NA/JPMORGAN CHASE & CO,17.0,489913,"NEWARK, DE",NAT,74420000000.0,74420000000.0,1.0,0.61,2.0,0.0,Y,0.0,0.0085,2006-06-30,Q2-2006
LASALLE BK NA/ABN AMRO N AMER HC,18.0,455534,"CHICAGO, IL",NAT,72246000000.0,72246000000.0,1.0,0.62,134.0,1.0,N,1.0,0.0083,2006-06-30,Q2-2006
NATIONAL CITY BK/NATIONAL CITY CORP,19.0,259518,"CLEVELAND, OH",NAT,69838000000.0,69382000000.0,0.99,0.63,420.0,1.0,N,0.0,0.008,2006-06-30,Q2-2006
NORTH FORK BK/NORTH FORK BC,20.0,332907,"MATTITUCK, NY",SNM,58788000000.0,58788000000.0,1.0,0.63,352.0,0.0,N,0.0,0.0067,2006-06-30,Q2-2006
FIFTH THIRD BK/FIFTH THIRD BC,21.0,723112,"CINCINNATI, OH",SMB,58016000000.0,58016000000.0,1.0,0.64,442.0,1.0,N,0.0,0.0066,2006-06-30,Q2-2006
COMERICA BK/COMERICA,22.0,60143,"DETROIT, MI",SMB,57652000000.0,56108000000.0,0.97,0.65,402.0,1.0,N,0.0,0.0066,2006-06-30,Q2-2006
BANK OF AMER NA USA/BANK OF AMER CORP,23.0,1417557,"PHOENIX, AZ",NAT,56760000000.0,56760000000.0,1.0,0.65,0.0,0.0,N,0.0,0.0065,2006-06-30,Q2-2006
MANUFACTURERS & TRADERS TC/M&T BK CORP,24.0,501105,"BUFFALO, NY",SMB,55790000000.0,55790000000.0,1.0,0.66,715.0,1.0,Y,0.22,0.0064,2006-06-30,Q2-2006
BANK OF THE WEST/BANCWEST CORP,25.0,804963,"SAN FRANCISCO, CA",SNM,55635000000.0,55635000000.0,1.0,0.67,697.0,0.0,Y,0.99,0.0064,2006-06-30,Q2-2006
AMSOUTH BK/AMSOUTH BC,26.0,245333,"BIRMINGHAM, AL",SMB,53899000000.0,53899000000.0,1.0,0.67,709.0,0.0,N,0.0,0.0062,2006-06-30,Q2-2006
UNION BK OF CA NA/UNIONBANCAL CORP,27.0,212465,"SAN FRANCISCO, CA",NAT,50055000000.0,49601000000.0,0.99,0.68,323.0,6.0,Y,0.62,0.0057,2006-06-30,Q2-2006
FIFTH THIRD BK/FIFTH THIRD BC,28.0,913940,"GRAND RAPIDS, MI",SMB,48259000000.0,48259000000.0,1.0,0.68,705.0,0.0,N,0.0,0.0055,2006-06-30,Q2-2006
CITIBANK SD NA/CITIGROUP,29.0,486752,"SIOUX FALLS, SD",NAT,46736000000.0,46736000000.0,1.0,0.69,0.0,0.0,N,0.0,0.0053,2006-06-30,Q2-2006
M&I MARSHALL & ILSLEY BK/MARSHALL & ILSLEY CORP,30.0,983448,"MILWAUKEE, WI",SMB,46090000000.0,46090000000.0,1.0,0.69,288.0,0.0,N,0.0,0.0053,2006-06-30,Q2-2006
CHARTER ONE BK NA/CITIZENS FNCL GROUP,31.0,897273,"CLEVELAND, OH",NAT,45903000000.0,45903000000.0,1.0,0.7,428.0,1.0,N,1.0,0.0053,2006-06-30,Q2-2006
NORTHERN TC/NORTHERN TR CORP,32.0,210434,"CHICAGO, IL",SMB,45406000000.0,30082000000.0,0.66,0.71,17.0,2.0,Y,0.0,0.0052,2006-06-30,Q2-2006
LASALLE BK MIDWEST NA/ABN AMRO N AMER HC,33.0,445843,"TROY, MI",NAT,43005000000.0,41800000000.0,0.97,0.71,279.0,0.0,N,1.0,0.0049,2006-06-30,Q2-2006
TD BANKNORTH NA/TD BANKNORTH,34.0,497404,"PORTLAND, ME",NAT,40112000000.0,40112000000.0,1.0,0.71,676.0,1.0,N,0.56,0.0046,2006-06-30,Q2-2006
COMMERCE BK NA/COMMERCE BC,35.0,363415,"PHILADELPHIA, PA",NAT,39531000000.0,39531000000.0,1.0,0.72,295.0,0.0,N,0.0,0.0045,2006-06-30,Q2-2006
HARRIS NA/HARRIS FC,36.0,75633,"CHICAGO, IL",NAT,37628000000.0,37515000000.0,1.0,0.72,157.0,0.0,N,1.0,0.0043,2006-06-30,Q2-2006
FIRST TENNESSEE BK NA MMPHS/FIRST HORIZON NAT CORP,37.0,485559,"MEMPHIS, TN",NAT,37155000000.0,37155000000.0,1.0,0.73,254.0,0.0,N,0.0,0.0043,2006-06-30,Q2-2006
CITIZENS BK OF MA/CITIZENS FNCL GROUP,38.0,14409,"BOSTON, MA",SNM,37113000000.0,37113000000.0,1.0,0.73,316.0,1.0,N,1.0,0.0042,2006-06-30,Q2-2006
