Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1812837000000.0,1212210000000.0,0.67,0.15,5571.0,44.0,Y,0.0,0.1497,2012-06-30,Q2-2012
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1445093000000.0,1362813000000.0,0.94,0.27,5643.0,34.0,Y,0.0,0.1193,2012-06-30,Q2-2012
CITIBANK NA/CITIGROUP,3.0,476810,"SIOUX FALLS, SD",NAT,1347841000000.0,723755000000.0,0.54,0.38,1037.0,302.0,Y,0.0,0.1113,2012-06-30,Q2-2012
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1180190000000.0,1151241000000.0,0.98,0.48,6317.0,9.0,Y,0.0,0.0974,2012-06-30,Q2-2012
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,342823000000.0,341164000000.0,1.0,0.51,3128.0,1.0,N,0.0,0.0283,2012-06-30,Q2-2012
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,291824000000.0,289572000000.0,0.99,0.53,3033.0,1.0,N,0.0,0.0241,2012-06-30,Q2-2012
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,259069000000.0,162782000000.0,0.63,0.55,4.0,13.0,Y,0.0,0.0214,2012-06-30,Q2-2012
STATE STREET B&TC/STATE STREET CORP,8.0,35301,"BOSTON, MA",SMB,196960000000.0,132933000000.0,0.67,0.57,2.0,12.0,N,0.0,0.0163,2012-06-30,Q2-2012
T D BK NA/TD US P & C HOLD ULC,9.0,497404,"WILMINGTON, DE",NAT,195943000000.0,195943000000.0,1.0,0.58,1277.0,1.0,N,1.0,0.0162,2012-06-30,Q2-2012
HSBC BK USA NA/HSBC NORTH AMER HOLD,10.0,413208,"MCLEAN, VA",NAT,193995000000.0,176973000000.0,0.91,0.6,319.0,4.0,Y,1.0,0.016,2012-06-30,Q2-2012
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON-SALEM, NC",SNM,173678000000.0,173309000000.0,1.0,0.61,1773.0,1.0,N,0.0,0.0143,2012-06-30,Q2-2012
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,172028000000.0,172028000000.0,1.0,0.63,1685.0,0.0,Y,0.0,0.0142,2012-06-30,Q2-2012
CAPITAL ONE NA/CAPITAL ONE FC,13.0,112837,"MCLEAN, VA",NAT,158240000000.0,158164000000.0,1.0,0.64,972.0,0.0,N,0.0,0.0131,2012-06-30,Q2-2012
FIA CARD SVC NA/BANK OF AMER CORP,14.0,1830035,"WILMINGTON, DE",NAT,155709000000.0,151286000000.0,0.97,0.65,0.0,0.0,N,0.0,0.0129,2012-06-30,Q2-2012
REGIONS BK/REGIONS FC,15.0,233031,"BIRMINGHAM, AL",SMB,121330000000.0,121021000000.0,1.0,0.66,1715.0,0.0,N,0.0,0.01,2012-06-30,Q2-2012
CHASE BK USA NA/JPMORGAN CHASE & CO,16.0,489913,"NEWARK, DE",NAT,115890000000.0,115890000000.0,1.0,0.67,1.0,0.0,Y,0.0,0.0096,2012-06-30,Q2-2012
FIFTH THIRD BK/FIFTH THIRD BC,17.0,723112,"CINCINNATI, OH",SMB,115041000000.0,114764000000.0,1.0,0.68,1373.0,1.0,N,0.0,0.0095,2012-06-30,Q2-2012
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,18.0,2182786,"NEW YORK, NY",SMB,114693000000.0,114693000000.0,1.0,0.69,1.0,0.0,N,0.0,0.0095,2012-06-30,Q2-2012
RBS CITIZENS NA/RBS CITIZENS FNCL GRP,19.0,3303298,"PROVIDENCE, RI",NAT,106894000000.0,106894000000.0,1.0,0.7,1007.0,1.0,N,0.75,0.0088,2012-06-30,Q2-2012
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,94216000000.0,68453000000.0,0.73,0.71,76.0,4.0,Y,0.0,0.0078,2012-06-30,Q2-2012
BMO HARRIS BK NA/BMO FNCL CORP,21.0,75633,"CHICAGO, IL",NAT,92222000000.0,92182000000.0,1.0,0.72,716.0,0.0,N,1.0,0.0076,2012-06-30,Q2-2012
ALLY BK/ALLY FNCL,22.0,3284070,"MIDVALE, UT",SNM,87336000000.0,87336000000.0,1.0,0.72,0.0,0.0,N,0.0,0.0072,2012-06-30,Q2-2012
UNION BK NA/UNIONBANCAL CORP,23.0,212465,"SAN FRANCISCO, CA",NAT,87275000000.0,86247000000.0,0.99,0.73,403.0,1.0,Y,1.0,0.0072,2012-06-30,Q2-2012
KEYBANK NA/KEYCORP,24.0,280110,"CLEVELAND, OH",NAT,83966000000.0,82952000000.0,0.99,0.74,1081.0,1.0,N,0.0,0.0069,2012-06-30,Q2-2012
SOVEREIGN BK NA/SANTANDER HOLDS USA,25.0,722777,"WILMINGTON, DE",NAT,80395000000.0,79925000000.0,0.99,0.75,730.0,2.0,N,1.0,0.0066,2012-06-30,Q2-2012
MANUFACTURERS & TRADERS TC/M&T BK CORP,26.0,501105,"BUFFALO, NY",SMB,79846000000.0,79846000000.0,1.0,0.75,775.0,2.0,Y,0.0,0.0066,2012-06-30,Q2-2012
CAPITAL ONE BK USA NA/CAPITAL ONE FC,27.0,2253891,"GLEN ALLEN, VA",NAT,78060000000.0,76187000000.0,0.98,0.76,0.0,1.0,N,0.0,0.0064,2012-06-30,Q2-2012
DISCOVER BK/DISCOVER FS,28.0,30810,"GREENWOOD, DE",SNM,71310000000.0,71310000000.0,1.0,0.76,0.0,0.0,N,0.0,0.0059,2012-06-30,Q2-2012
MORGAN STANLEY BK NA/MORGAN STANLEY,29.0,1456501,"SALT LAKE CITY, UT",NAT,69390000000.0,69390000000.0,1.0,0.77,0.0,0.0,N,0.0,0.0057,2012-06-30,Q2-2012
COMPASS BK/BBVA USA BSHRS,30.0,697633,"BIRMINGHAM, AL",SMB,65982000000.0,65982000000.0,1.0,0.78,717.0,0.0,N,1.0,0.0054,2012-06-30,Q2-2012
BANK OF THE WEST/BANCWEST CORP,31.0,804963,"SAN FRANCISCO, CA",SNM,62663000000.0,62663000000.0,1.0,0.78,652.0,0.0,Y,0.1,0.0052,2012-06-30,Q2-2012
COMERICA BK/COMERICA,32.0,60143,"DALLAS, TX",SMB,62609000000.0,61710000000.0,0.99,0.79,491.0,1.0,N,0.0,0.0052,2012-06-30,Q2-2012
HUNTINGTON NB/HUNTINGTON BSHRS,33.0,12311,"COLUMBUS, OH",NAT,56423000000.0,56423000000.0,1.0,0.79,729.0,0.0,N,0.0,0.0047,2012-06-30,Q2-2012
DEUTSCHE BK TC AMERICAS/DEUTSCHE BK TR CORP,34.0,214807,"NEW YORK, NY",SMB,47134000000.0,42300000000.0,0.9,0.79,1.0,1.0,Y,1.0,0.0039,2012-06-30,Q2-2012
FIRST NIAGARA BK NA/FIRST NIAGARA FNCL GROUP,35.0,517900,"BUFFALO, NY",NAT,35064000000.0,35064000000.0,1.0,0.8,453.0,0.0,N,0.0,0.0029,2012-06-30,Q2-2012
WELLS FARGO BK S CENT NA/WELLS FARGO & CO,36.0,2362458,"HOUSTON, TX",NAT,34605000000.0,34605000000.0,1.0,0.8,0.0,0.0,N,0.0,0.0029,2012-06-30,Q2-2012
FIRST REPUBLIC BK/,37.0,4114567,"SAN FRANCISCO, CA",SNM,30987000000.0,30987000000.0,1.0,0.8,61.0,0.0,N,0.0,0.0026,2012-06-30,Q2-2012
SYNOVUS BK/SYNOVUS FC,38.0,395238,"COLUMBUS, GA",SNM,26040000000.0,26040000000.0,1.0,0.8,291.0,1.0,N,0.0,0.0021,2012-06-30,Q2-2012
BOKF NA/BOK FC,39.0,339858,"TULSA, OK",NAT,25415000000.0,25415000000.0,1.0,0.81,185.0,0.0,Y,0.0,0.0021,2012-06-30,Q2-2012
FIRST TN BK NA/FIRST HORIZON NAT CORP,40.0,485559,"MEMPHIS, TN",NAT,25262000000.0,25261000000.0,1.0,0.81,177.0,0.0,Y,0.0,0.0021,2012-06-30,Q2-2012
CITY NB/CITY NAT CORP,41.0,63069,"LOS ANGELES, CA",NAT,24419000000.0,24419000000.0,1.0,0.81,78.0,0.0,N,0.0,0.002,2012-06-30,Q2-2012
ASSOCIATED BK NA/ASSOCIATED BANC CORP,42.0,917742,"GREEN BAY, WI",NAT,21808000000.0,21808000000.0,1.0,0.81,261.0,0.0,N,0.0,0.0018,2012-06-30,Q2-2012
EAST W BK/EAST W BC,43.0,197478,"PASADENA, CA",SMB,21516000000.0,20784000000.0,0.97,0.81,120.0,1.0,N,0.0,0.0018,2012-06-30,Q2-2012
FROST BK/CULLEN/FROST BKR,44.0,682563,"SAN ANTONIO, TX",SMB,20923000000.0,20923000000.0,1.0,0.82,134.0,0.0,N,0.0,0.0017,2012-06-30,Q2-2012
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,45.0,491224,"RALEIGH, NC",SNM,20889000000.0,20889000000.0,1.0,0.82,421.0,0.0,N,0.0,0.0017,2012-06-30,Q2-2012
COMMERCE BK/COMMERCE BSHRS,46.0,601050,"KANSAS CITY, MO",SMB,20602000000.0,20602000000.0,1.0,0.82,201.0,0.0,N,0.0,0.0017,2012-06-30,Q2-2012
SILICON VALLEY BK/SVB FNCL GRP,47.0,802866,"SANTA CLARA, CA",SMB,20033000000.0,20033000000.0,1.0,0.82,4.0,1.0,N,0.0,0.0017,2012-06-30,Q2-2012
BANK OF AMERICA RI NA/BANK OF AMER CORP,48.0,3344611,"PROVIDENCE, RI",NAT,19405000000.0,19405000000.0,1.0,0.82,0.0,0.0,N,0.0,0.0016,2012-06-30,Q2-2012
WEBSTER BK NA/WEBSTER FNCL CORP,49.0,761806,"WATERBURY, CT",NAT,19402000000.0,19402000000.0,1.0,0.82,166.0,0.0,Y,0.0,0.0016,2012-06-30,Q2-2012
SUSQUEHANNA BK/SUSQUEHANNA BSHRS,50.0,682611,"LITITZ, PA",SMB,17937000000.0,17937000000.0,1.0,0.83,290.0,0.0,N,0.0,0.0015,2012-06-30,Q2-2012
BANK OF AMER CA NA/BANK OF AMER CORP,51.0,1443266,"SAN FRANCISCO, CA",NAT,17909000000.0,17909000000.0,1.0,0.83,0.0,0.0,N,0.0,0.0015,2012-06-30,Q2-2012
TCF NB/TCF FC,52.0,266271,"SIOUX FALLS, SD",NAT,17906000000.0,17906000000.0,1.0,0.83,433.0,0.0,N,0.0,0.0015,2012-06-30,Q2-2012
ZIONS FIRST NB/ZIONS BC,53.0,276579,"SALT LAKE CITY, UT",NAT,17749000000.0,17749000000.0,1.0,0.83,130.0,0.0,N,0.0,0.0015,2012-06-30,Q2-2012
BARCLAYS BK DE/BARCLAYS DE HOLDS LLC,54.0,2980209,"WILMINGTON, DE",SNM,16522000000.0,16522000000.0,1.0,0.83,0.0,0.0,N,1.0,0.0014,2012-06-30,Q2-2012
FIRST HAWAIIAN BK/BANCWEST CORP,55.0,980661,"HONOLULU, HI",SNM,16073000000.0,15296000000.0,0.95,0.83,62.0,0.0,Y,0.1,0.0013,2012-06-30,Q2-2012
VALLEY NB/VALLEY NAT BC,56.0,229801,"PASSAIC, NJ",NAT,15998000000.0,15998000000.0,1.0,0.83,213.0,0.0,N,0.0,0.0013,2012-06-30,Q2-2012
WELLS FARGO BK NW NA/WELLS FARGO & CO,57.0,688079,"OGDEN, UT",NAT,15988000000.0,15988000000.0,1.0,0.84,0.0,0.0,N,0.0,0.0013,2012-06-30,Q2-2012
SIGNATURE BK/,58.0,2942690,"NEW YORK, NY",SNM,15874000000.0,15874000000.0,1.0,0.84,7.0,0.0,N,0.0,0.0013,2012-06-30,Q2-2012
JPMORGAN B&TC NA/JPMORGAN CHASE & CO,59.0,3812165,"SAN FRANCISCO, CA",NAT,15696000000.0,15696000000.0,1.0,0.84,1.0,0.0,N,0.0,0.0013,2012-06-30,Q2-2012
FIRSTMERIT BK NA/FIRSTMERIT CORP,60.0,67311,"AKRON, OH",NAT,14602000000.0,14602000000.0,1.0,0.84,204.0,0.0,N,0.0,0.0012,2012-06-30,Q2-2012
BNY MELLON NA/BANK OF NY MELLON CORP,61.0,934329,"PITTSBURGH, PA",NAT,14010000000.0,14010000000.0,1.0,0.84,15.0,0.0,N,0.0,0.0012,2012-06-30,Q2-2012
BANK OF AMER OR NA/BANK OF AMER CORP,62.0,2867056,"PORTLAND, OR",NAT,13941000000.0,13941000000.0,1.0,0.84,0.0,0.0,N,0.0,0.0012,2012-06-30,Q2-2012
BANK OF HAWAII/BANK OF HI CORP,63.0,795968,"HONOLULU, HI",SMB,13917000000.0,13470000000.0,0.97,0.84,78.0,1.0,Y,0.0,0.0011,2012-06-30,Q2-2012
ARVEST BK/ARVEST BK GRP,64.0,311845,"FAYETTEVILLE, AR",SMB,13632000000.0,13632000000.0,1.0,0.84,249.0,0.0,N,0.0,0.0011,2012-06-30,Q2-2012
FIRST NB OF OMAHA/LAURITZEN CORP,65.0,527954,"OMAHA, NE",NAT,13357000000.0,13357000000.0,1.0,0.85,101.0,0.0,N,0.0,0.0011,2012-06-30,Q2-2012
BANCORPSOUTH BK/BANCORPSOUTH,66.0,606046,"TUPELO, MS",SNM,13141000000.0,13141000000.0,1.0,0.85,256.0,0.0,N,0.0,0.0011,2012-06-30,Q2-2012
PRIVATEBANK & TC/PRIVATEBANCORP,67.0,1842065,"CHICAGO, IL",SNM,12906000000.0,12906000000.0,1.0,0.85,26.0,0.0,N,0.0,0.0011,2012-06-30,Q2-2012
T D BK USA NA/TD US P & C HOLD ULC,68.0,2121196,"PORTLAND, ME",NAT,12572000000.0,12572000000.0,1.0,0.85,1.0,0.0,N,1.0,0.001,2012-06-30,Q2-2012
WHITNEY BK/HANCOCK HC,69.0,1464122,"NEW ORLEANS, LA",SNM,12527000000.0,12527000000.0,1.0,0.85,138.0,1.0,N,0.0,0.001,2012-06-30,Q2-2012
AMEGY BK NA/ZIONS BC,70.0,676656,"HOUSTON, TX",NAT,12435000000.0,12435000000.0,1.0,0.85,83.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
FIRSTBANK/FIRSTBANK HC,71.0,288853,"LAKEWOOD, CO",SMB,12050000000.0,12050000000.0,1.0,0.85,130.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
IBERIABANK/IBERIABANK CORP,72.0,808176,"LAFAYETTE, LA",SMB,12028000000.0,12028000000.0,1.0,0.85,181.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,73.0,2489805,"PURCHASE, NY",NAT,12004000000.0,12004000000.0,1.0,0.85,0.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
RABOBANK NA/RABOBANK INTL HOLD BV,74.0,877369,"ROSEVILLE, CA",NAT,11837000000.0,11837000000.0,1.0,0.85,119.0,0.0,N,1.0,0.001,2012-06-30,Q2-2012
BANKUNITED NA/BANKUNITED,75.0,3938186,"MIAMI LAKES, FL",NAT,11780000000.0,11780000000.0,1.0,0.86,70.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
FIRST NB OF PA/FNB CORP,76.0,379920,"GREENVILLE, PA",NAT,11557000000.0,11557000000.0,1.0,0.86,266.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
UMPQUA BK/UMPQUA HC,77.0,143662,"ROSEBURG, OR",SNM,11515000000.0,11515000000.0,1.0,0.86,187.0,0.0,N,0.0,0.001,2012-06-30,Q2-2012
