Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1568093000000.0,981873000000.0,0.63,0.14,5143.0,45.0,Y,0.0,0.1404,2010-06-30,Q2-2010
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1518958000000.0,1445545000000.0,0.95,0.28,6012.0,34.0,Y,0.0,0.136,2010-06-30,Q2-2010
CITIBANK NA/CITIGROUP,3.0,476810,"LAS VEGAS, NV",NAT,1157877000000.0,596287000000.0,0.51,0.38,1025.0,368.0,Y,0.0,0.1036,2010-06-30,Q2-2010
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1073280000000.0,1048840000000.0,0.98,0.48,6519.0,14.0,Y,0.0,0.0961,2010-06-30,Q2-2010
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,278465000000.0,277342000000.0,1.0,0.5,3050.0,1.0,N,0.0,0.0249,2010-06-30,Q2-2010
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"PITTSBURGH, PA",NAT,251075000000.0,249681000000.0,0.99,0.52,2596.0,1.0,N,0.0,0.0225,2010-06-30,Q2-2010
FIA CARD SVC NA/BANK OF AMER CORP,7.0,1830035,"WILMINGTON, DE",NAT,207388000000.0,187406000000.0,0.9,0.54,0.0,0.0,N,0.0,0.0186,2010-06-30,Q2-2010
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"MCLEAN, VA",NAT,183595000000.0,164198000000.0,0.89,0.56,482.0,5.0,Y,1.0,0.0164,2010-06-30,Q2-2010
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,175994000000.0,94681000000.0,0.54,0.57,4.0,12.0,Y,0.0,0.0158,2010-06-30,Q2-2010
SUNTRUST BK/SUNTRUST BK,10.0,675332,"ATLANTA, GA",SMB,160509000000.0,160509000000.0,1.0,0.59,1724.0,0.0,Y,0.0,0.0144,2010-06-30,Q2-2010
STATE STREET B&TC/STATE STREET CORP,11.0,35301,"BOSTON, MA",SMB,157474000000.0,106336000000.0,0.68,0.6,2.0,10.0,N,0.0,0.0141,2010-06-30,Q2-2010
T D BK NA/TD US P & C HOLD ULC,12.0,497404,"WILMINGTON, DE",NAT,152617000000.0,152607000000.0,1.0,0.62,1091.0,1.0,N,1.0,0.0137,2010-06-30,Q2-2010
BRANCH BKG&TC/BB&T CORP,13.0,852320,"WINSTON-SALEM, NC",SNM,149199000000.0,148921000000.0,1.0,0.63,1790.0,1.0,N,0.0,0.0134,2010-06-30,Q2-2010
CITIBANK SD NA/CITIGROUP,14.0,486752,"SIOUX FALLS, SD",NAT,145866000000.0,145866000000.0,1.0,0.64,0.0,0.0,N,0.0,0.0131,2010-06-30,Q2-2010
CHASE BK USA NA/JPMORGAN CHASE & CO,15.0,489913,"NEWARK, DE",NAT,139159000000.0,139159000000.0,1.0,0.66,1.0,0.0,Y,0.0,0.0125,2010-06-30,Q2-2010
REGIONS BK/REGIONS FC,16.0,233031,"BIRMINGHAM, AL",SMB,131011000000.0,125819000000.0,0.96,0.67,1769.0,0.0,N,0.0,0.0117,2010-06-30,Q2-2010
CAPITAL ONE NA/CAPITAL ONE FC,17.0,112837,"MCLEAN, VA",NAT,123523000000.0,123449000000.0,1.0,0.68,991.0,0.0,N,0.0,0.0111,2010-06-30,Q2-2010
RBS CITIZENS NA/CITIZENS FNCL GROUP,18.0,3303298,"PROVIDENCE, RI",NAT,112312000000.0,112312000000.0,1.0,0.69,1118.0,1.0,N,0.75,0.0101,2010-06-30,Q2-2010
FIFTH THIRD BK/FIFTH THIRD BC,19.0,723112,"CINCINNATI, OH",SMB,110026000000.0,109941000000.0,1.0,0.7,1364.0,1.0,N,0.0,0.0098,2010-06-30,Q2-2010
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,20.0,2182786,"NEW YORK, NY",SMB,95515000000.0,95515000000.0,1.0,0.71,3.0,0.0,N,0.0,0.0085,2010-06-30,Q2-2010
KEYBANK NA/KEYCORP,21.0,280110,"CLEVELAND, OH",NAT,90663000000.0,89482000000.0,0.99,0.71,1041.0,1.0,N,0.0,0.0081,2010-06-30,Q2-2010
