Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
BANK OF AMER NA/BANK OF AMER CORP,1.0,480228,"CHARLOTTE, NC",NAT,1185581000000.0,1070991000000.0,0.9,0.13,6145.0,182.0,Y,0.0,0.1334,2006-09-30,Q3-2006
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,2.0,852218,"COLUMBUS, OH",NAT,1173732000000.0,655269000000.0,0.56,0.27,3209.0,52.0,Y,0.0,0.1321,2006-09-30,Q3-2006
CITIBANK NA/CITIGROUP,3.0,476810,"NEW YORK, NY",NAT,816362000000.0,360442000000.0,0.44,0.36,322.0,364.0,Y,0.0,0.0919,2006-09-30,Q3-2006
WACHOVIA BK NA/WACHOVIA CORP,4.0,484422,"CHARLOTTE, NC",NAT,517174000000.0,491557000000.0,0.95,0.42,3716.0,7.0,Y,0.0,0.0582,2006-09-30,Q3-2006
WELLS FARGO BK NA/WELLS FARGO & CO,5.0,451965,"SIOUX FALLS, SD",NAT,400807000000.0,400349000000.0,1.0,0.46,4020.0,2.0,Y,0.0,0.0451,2006-09-30,Q3-2006
U S BK NA/U S BC,6.0,504713,"CINCINNATI, OH",NAT,215893000000.0,214771000000.0,0.99,0.49,2809.0,1.0,N,0.0,0.0243,2006-09-30,Q3-2006
SUNTRUST BK/SUNTRUST BK,7.0,675332,"ATLANTA, GA",SMB,182529000000.0,182529000000.0,1.0,0.51,1923.0,0.0,Y,0.0,0.0205,2006-09-30,Q3-2006
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"WILMINGTON, DE",NAT,166632000000.0,153759000000.0,0.92,0.52,414.0,5.0,Y,1.0,0.0188,2006-09-30,Q3-2006
NATIONAL CITY BK/NATIONAL CITY CORP,9.0,259518,"CLEVELAND, OH",NAT,135662000000.0,135250000000.0,1.0,0.54,1466.0,2.0,N,0.0,0.0153,2006-09-30,Q3-2006
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,96873000000.0,79277000000.0,0.82,0.55,2.0,10.0,N,0.0,0.0109,2006-09-30,Q3-2006
COUNTRYWIDE BK NA/COUNTRYWIDE FC,11.0,1469211,"ALEXANDRIA, VA",NAT,93284000000.0,93284000000.0,1.0,0.56,2.0,0.0,N,0.0,0.0105,2006-09-30,Q3-2006
KEYBANK NA/KEYCORP,12.0,280110,"CLEVELAND, OH",NAT,91772000000.0,89597000000.0,0.98,0.57,1160.0,1.0,N,0.0,0.0103,2006-09-30,Q3-2006
BANK OF NY/BANK OF NY CO,13.0,541101,"NEW YORK, NY",SMB,91155000000.0,57395000000.0,0.63,0.58,346.0,9.0,Y,0.0,0.0103,2006-09-30,Q3-2006
BRANCH BKG&TC/BB&T CORP,14.0,852320,"WINSTON-SALEM, NC",SNM,88815000000.0,88815000000.0,1.0,0.59,968.0,0.0,N,0.0,0.01,2006-09-30,Q3-2006
PNC BK NA/PNC FNCL SVC GROUP,15.0,817824,"PITTSBURGH, PA",NAT,87664000000.0,85926000000.0,0.98,0.6,950.0,0.0,N,0.0,0.0099,2006-09-30,Q3-2006
REGIONS BK/REGIONS FC,16.0,233031,"BIRMINGHAM, AL",SMB,82465000000.0,77282000000.0,0.94,0.61,1520.0,0.0,N,0.0,0.0093,2006-09-30,Q3-2006
FIA CARD SVC NA/BANK OF AMER CORP,17.0,1830035,"WILMINGTON, DE",NAT,80332000000.0,65512000000.0,0.82,0.62,1.0,1.0,N,0.0,0.009,2006-09-30,Q3-2006
CHASE BK USA NA/JPMORGAN CHASE & CO,18.0,489913,"NEWARK, DE",NAT,76582000000.0,76582000000.0,1.0,0.63,2.0,0.0,Y,0.0,0.0086,2006-09-30,Q3-2006
LASALLE BK NA/ABN AMRO N AMER HC,19.0,455534,"CHICAGO, IL",NAT,71435000000.0,71435000000.0,1.0,0.64,141.0,1.0,N,1.0,0.008,2006-09-30,Q3-2006
COMERICA BK/COMERICA,20.0,60143,"DETROIT, MI",SMB,58823000000.0,57374000000.0,0.98,0.64,418.0,1.0,N,0.0,0.0066,2006-09-30,Q3-2006
FIFTH THIRD BK/FIFTH THIRD BC,21.0,723112,"CINCINNATI, OH",SMB,58493000000.0,58493000000.0,1.0,0.65,415.0,1.0,N,0.0,0.0066,2006-09-30,Q3-2006
NORTH FORK BK/NORTH FORK BC,22.0,332907,"MATTITUCK, NY",SNM,58357000000.0,58357000000.0,1.0,0.66,346.0,0.0,N,0.0,0.0066,2006-09-30,Q3-2006
BANK OF AMER NA USA/BANK OF AMER CORP,23.0,1417557,"PHOENIX, AZ",NAT,57282000000.0,57282000000.0,1.0,0.66,0.0,0.0,N,0.0,0.0064,2006-09-30,Q3-2006
BANK OF THE WEST/BANCWEST CORP,24.0,804963,"SAN FRANCISCO, CA",SNM,56429000000.0,56429000000.0,1.0,0.67,710.0,0.0,Y,0.99,0.0064,2006-09-30,Q3-2006
MANUFACTURERS & TRADERS TC/M&T BK CORP,25.0,501105,"BUFFALO, NY",SMB,55673000000.0,55673000000.0,1.0,0.68,675.0,1.0,Y,0.22,0.0063,2006-09-30,Q3-2006
AMSOUTH BK/AMSOUTH BC,26.0,245333,"BIRMINGHAM, AL",SMB,54244000000.0,54244000000.0,1.0,0.68,717.0,0.0,N,0.0,0.0061,2006-09-30,Q3-2006
UNION BK OF CA NA/UNIONBANCAL CORP,27.0,212465,"SAN FRANCISCO, CA",NAT,51266000000.0,50739000000.0,0.99,0.69,343.0,6.0,Y,0.62,0.0058,2006-09-30,Q3-2006
LASALLE BK MIDWEST NA/ABN AMRO N AMER HC,28.0,445843,"TROY, MI",NAT,49803000000.0,48615000000.0,0.98,0.69,287.0,0.0,N,1.0,0.0056,2006-09-30,Q3-2006
FIFTH THIRD BK/FIFTH THIRD BC,29.0,913940,"GRAND RAPIDS, MI",SMB,48970000000.0,48970000000.0,1.0,0.7,796.0,0.0,N,0.0,0.0055,2006-09-30,Q3-2006
NORTHERN TC/NORTHERN TR CORP,30.0,210434,"CHICAGO, IL",SMB,47296000000.0,31208000000.0,0.66,0.7,17.0,2.0,Y,0.0,0.0053,2006-09-30,Q3-2006
M&I MARSHALL & ILSLEY BK/MARSHALL & ILSLEY CORP,31.0,983448,"MILWAUKEE, WI",SMB,47259000000.0,47259000000.0,1.0,0.71,301.0,0.0,N,0.0,0.0053,2006-09-30,Q3-2006
CHARTER ONE BK NA/CITIZENS FNCL GROUP,32.0,897273,"CLEVELAND, OH",NAT,46369000000.0,46369000000.0,1.0,0.71,428.0,1.0,N,1.0,0.0052,2006-09-30,Q3-2006
CITIBANK SD NA/CITIGROUP,33.0,486752,"SIOUX FALLS, SD",NAT,46117000000.0,46117000000.0,1.0,0.72,0.0,0.0,N,0.0,0.0052,2006-09-30,Q3-2006
HARRIS NA/HARRIS FC,34.0,75633,"CHICAGO, IL",NAT,40640000000.0,40527000000.0,1.0,0.72,194.0,0.0,N,1.0,0.0046,2006-09-30,Q3-2006
TD BANKNORTH NA/TD BANKNORTH,35.0,497404,"PORTLAND, ME",NAT,39926000000.0,39926000000.0,1.0,0.73,663.0,1.0,N,0.56,0.0045,2006-09-30,Q3-2006
FIRST TENNESSEE BK NA MMPHS/FIRST HORIZON NAT CORP,36.0,485559,"MEMPHIS, TN",NAT,39771000000.0,39771000000.0,1.0,0.73,274.0,0.0,N,0.0,0.0045,2006-09-30,Q3-2006
COMMERCE BK NA/COMMERCE BC,37.0,363415,"PHILADELPHIA, PA",NAT,39454000000.0,39454000000.0,1.0,0.74,308.0,0.0,N,0.0,0.0044,2006-09-30,Q3-2006
DEUTSCHE BK TC AMERICAS/TAUNUS CORP,38.0,214807,"NEW YORK, NY",SMB,38817000000.0,30564000000.0,0.79,0.74,1.0,4.0,Y,1.0,0.0044,2006-09-30,Q3-2006
CITIZENS BK OF MA/CITIZENS FNCL GROUP,39.0,14409,"BOSTON, MA",SNM,35515000000.0,35515000000.0,1.0,0.75,317.0,1.0,N,1.0,0.004,2006-09-30,Q3-2006
HUNTINGTON NB/HUNTINGTON BSHRS,40.0,12311,"COLUMBUS, OH",NAT,35308000000.0,35308000000.0,1.0,0.75,485.0,0.0,N,0.0,0.004,2006-09-30,Q3-2006
COMPASS BK/COMPASS BSHRS,41.0,697633,"BIRMINGHAM, AL",SMB,33963000000.0,33963000000.0,1.0,0.75,441.0,0.0,N,0.0,0.0038,2006-09-30,Q3-2006
CAPITAL ONE BK/CAPITAL ONE FC,42.0,2253891,"GLEN ALLEN, VA",SMB,31383000000.0,28622000000.0,0.91,0.76,0.0,2.0,N,0.0,0.0035,2006-09-30,Q3-2006
CAPTIAL ONE NA/CAPITAL ONE FC,43.0,112837,"NEW ORLEANS, LA",NAT,30517000000.0,30517000000.0,1.0,0.76,324.0,0.0,N,0.0,0.0034,2006-09-30,Q3-2006
MELLON BK NA/MELLON FNCL CORP,44.0,934329,"PITTSBURGH, PA",NAT,28115000000.0,22579000000.0,0.8,0.76,26.0,1.0,N,0.0,0.0032,2006-09-30,Q3-2006
BRANCH B&TC OF VA/BB&T CORP,45.0,969723,"RICHMOND, VA",SNM,24759000000.0,24759000000.0,1.0,0.77,522.0,0.0,N,0.0,0.0028,2006-09-30,Q3-2006
COLONIAL BK NA/COLONIAL BANCGROUP,46.0,570231,"MONTGOMERY, AL",NAT,22357000000.0,22357000000.0,1.0,0.77,318.0,1.0,Y,0.0,0.0025,2006-09-30,Q3-2006
DISCOVER BK/MORGAN STANLEY,47.0,30810,"GREENWOOD, DE",SNM,21802000000.0,21802000000.0,1.0,0.77,0.0,0.0,N,0.0,0.0025,2006-09-30,Q3-2006
RBC CENTURA BK/ROYAL BK HOLD,48.0,1494240,"ROCKY MOUNT, NC",SMB,20990000000.0,20990000000.0,1.0,0.77,281.0,1.0,N,0.99,0.0024,2006-09-30,Q3-2006
ASSOCIATED BK NA/ASSOCIATED BANC-CORP,49.0,917742,"GREEN BAY, WI",NAT,20606000000.0,20606000000.0,1.0,0.78,356.0,0.0,N,0.0,0.0023,2006-09-30,Q3-2006
WELLS FARGO BK NORTHWEST NA/WELLS FARGO & CO,50.0,688079,"OGDEN, UT",NAT,19658000000.0,19658000000.0,1.0,0.78,0.0,0.0,N,0.0,0.0022,2006-09-30,Q3-2006
WEBSTER BK NA/WEBSTER FNCL CORP,51.0,761806,"WATERBURY, CT",NAT,17885000000.0,17885000000.0,1.0,0.78,158.0,1.0,N,0.0,0.002,2006-09-30,Q3-2006
CITIZENS BK NA/CITIZENS FNCL GROUP,52.0,3303298,"ALBANY, NY",NAT,16744000000.0,16744000000.0,1.0,0.78,262.0,1.0,N,1.0,0.0019,2006-09-30,Q3-2006
SKY BK/SKY FNCL GROUP,53.0,576710,"SALINEVILLE, OH",SMB,15728000000.0,15728000000.0,1.0,0.78,294.0,0.0,N,0.0,0.0018,2006-09-30,Q3-2006
TD BK USA NA/,54.0,2121196,"NEW YORK, NY",NAT,14927000000.0,14927000000.0,1.0,0.79,1.0,0.0,N,1.0,0.0017,2006-09-30,Q3-2006
ZIONS FIRST NB/ZIONS BC,55.0,276579,"SALT LAKE CITY, UT",NAT,14725000000.0,14717000000.0,1.0,0.79,163.0,0.0,N,0.0,0.0017,2006-09-30,Q3-2006
CITY NB/CITY NAT CORP,56.0,63069,"BEVERLY HILLS, CA",NAT,14408000000.0,14408000000.0,1.0,0.79,73.0,0.0,N,0.0,0.0016,2006-09-30,Q3-2006
TCF NB/TCF FC,57.0,266271,"WAYZATA, MN",NAT,14401000000.0,14401000000.0,1.0,0.79,429.0,0.0,N,0.0,0.0016,2006-09-30,Q3-2006
CITIZENS BK RI/CITIZENS FNCL GROUP,58.0,1000409,"PROVIDENCE, RI",SNM,14116000000.0,14116000000.0,1.0,0.79,68.0,0.0,N,1.0,0.0016,2006-09-30,Q3-2006
CITIBANK NV NA/CITIGROUP,59.0,455365,"LAS VEGAS, NV",NAT,13949000000.0,13949000000.0,1.0,0.79,0.0,0.0,N,0.0,0.0016,2006-09-30,Q3-2006
COMMERCE BK NA/COMMERCE BSHRS,60.0,601050,"KANSAS CITY, MO",NAT,13726000000.0,13726000000.0,1.0,0.8,168.0,0.0,N,0.0,0.0015,2006-09-30,Q3-2006
BANK OF AMER OR NA/BANK OF AMER CORP,61.0,2867056,"PORTLAND, OR",NAT,13717000000.0,13717000000.0,1.0,0.8,0.0,0.0,N,0.0,0.0015,2006-09-30,Q3-2006
