Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1723460000000.0,1047507000000.0,0.61,0.15,5272.0,46.0,Y,0.0,0.1514,2011-03-31,Q1-2011
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1451387000000.0,1344516000000.0,0.93,0.28,5857.0,34.0,Y,0.0,0.1275,2011-03-31,Q1-2011
CITIBANK NA/CITIGROUP,3.0,476810,"LAS VEGAS, NV",NAT,1161359000000.0,566175000000.0,0.49,0.38,1022.0,380.0,Y,0.0,0.102,2011-03-31,Q1-2011
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1093030000000.0,1068296000000.0,0.98,0.48,6398.0,8.0,Y,0.0,0.096,2011-03-31,Q1-2011
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,305969000000.0,304592000000.0,1.0,0.5,3129.0,1.0,N,0.0,0.0269,2011-03-31,Q1-2011
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,251221000000.0,249467000000.0,0.99,0.53,2597.0,1.0,N,0.0,0.0221,2011-03-31,Q1-2011
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,200249000000.0,106476000000.0,0.53,0.54,4.0,13.0,Y,0.0,0.0176,2011-03-31,Q1-2011
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"MCLEAN, VA",NAT,192549000000.0,175950000000.0,0.91,0.56,479.0,5.0,Y,1.0,0.0169,2011-03-31,Q1-2011
FIA CARD SVC NA/BANK OF AMER CORP,9.0,1830035,"WILMINGTON, DE",NAT,188632000000.0,172016000000.0,0.91,0.58,0.0,0.0,N,0.0,0.0166,2011-03-31,Q1-2011
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,175149000000.0,175149000000.0,1.0,0.59,1277.0,1.0,N,1.0,0.0154,2011-03-31,Q1-2011
STATE STREET B&TC/STATE STREET CORP,11.0,35301,"BOSTON, MA",SMB,166642000000.0,125111000000.0,0.75,0.61,2.0,10.0,N,0.0,0.0146,2011-03-31,Q1-2011
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,164794000000.0,164794000000.0,1.0,0.62,1705.0,0.0,Y,0.0,0.0145,2011-03-31,Q1-2011
BRANCH BKG&TC/BB&T CORP,13.0,852320,"WINSTON-SALEM, NC",SNM,150994000000.0,150746000000.0,1.0,0.63,1780.0,1.0,N,0.0,0.0133,2011-03-31,Q1-2011
CITIBANK SD NA/CITIGROUP,14.0,486752,"SIOUX FALLS, SD",NAT,139033000000.0,139033000000.0,1.0,0.65,0.0,0.0,N,0.0,0.0122,2011-03-31,Q1-2011
CAPITAL ONE NA/CAPITAL ONE FC,15.0,112837,"MCLEAN, VA",NAT,128744000000.0,128665000000.0,1.0,0.66,981.0,0.0,N,0.0,0.0113,2011-03-31,Q1-2011
REGIONS BK/REGIONS FC,16.0,233031,"BIRMINGHAM, AL",SMB,127504000000.0,126970000000.0,1.0,0.67,1767.0,0.0,N,0.0,0.0112,2011-03-31,Q1-2011
CHASE BK USA NA/JPMORGAN CHASE & CO,17.0,489913,"NEWARK, DE",NAT,121013000000.0,121013000000.0,1.0,0.68,1.0,0.0,Y,0.0,0.0106,2011-03-31,Q1-2011
RBS CITIZENS NA/CITIZENS FNCL GROUP,18.0,3303298,"PROVIDENCE, RI",NAT,113481000000.0,113481000000.0,1.0,0.69,1119.0,1.0,N,0.75,0.01,2011-03-31,Q1-2011
FIFTH THIRD BK/FIFTH THIRD BC,19.0,723112,"CINCINNATI, OH",SMB,108392000000.0,108307000000.0,1.0,0.7,1372.0,1.0,N,0.0,0.0095,2011-03-31,Q1-2011
KEYBANK NA/KEYCORP,20.0,280110,"CLEVELAND, OH",NAT,86755000000.0,85557000000.0,0.99,0.71,1059.0,1.0,N,0.0,0.0076,2011-03-31,Q1-2011
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,21.0,2182786,"NEW YORK, NY",SMB,84199000000.0,84198000000.0,1.0,0.71,3.0,0.0,N,0.0,0.0074,2011-03-31,Q1-2011
UNION BK NA/UNIONBANCAL CORP,22.0,212465,"SAN FRANCISCO, CA",NAT,80190000000.0,79400000000.0,0.99,0.72,407.0,1.0,Y,1.0,0.007,2011-03-31,Q1-2011
NORTHERN TC/NORTHERN TR CORP,23.0,210434,"CHICAGO, IL",SMB,79561000000.0,54429000000.0,0.68,0.73,15.0,4.0,Y,0.0,0.007,2011-03-31,Q1-2011
ALLY BK/ALLY FNCL,24.0,3284070,"MIDVALE, UT",SNM,72564000000.0,72564000000.0,1.0,0.74,0.0,0.0,N,0.0,0.0064,2011-03-31,Q1-2011
CAPITAL ONE BK USA NA/CAPITAL ONE FC,25.0,2253891,"GLEN ALLEN, VA",NAT,71083000000.0,66954000000.0,0.94,0.74,0.0,1.0,N,0.0,0.0062,2011-03-31,Q1-2011
MORGAN STANLEY BK NA/MORGAN STANLEY,26.0,1456501,"SALT LAKE CITY, UT",NAT,68568000000.0,68568000000.0,1.0,0.75,0.0,0.0,N,0.21,0.006,2011-03-31,Q1-2011
MANUFACTURERS & TRADERS TC/M&T BK CORP,27.0,501105,"BUFFALO, NY",SMB,66986000000.0,66986000000.0,1.0,0.75,769.0,2.0,Y,0.0,0.0059,2011-03-31,Q1-2011
COMPASS BK/BBVA USA BSHRS,28.0,697633,"BIRMINGHAM, AL",SMB,63617000000.0,63617000000.0,1.0,0.76,723.0,0.0,N,1.0,0.0056,2011-03-31,Q1-2011
DISCOVER BK/DISCOVER FS,29.0,30810,"GREENWOOD, DE",SNM,63340000000.0,63340000000.0,1.0,0.76,0.0,0.0,N,0.0,0.0056,2011-03-31,Q1-2011
BANK OF THE WEST/BANCWEST CORP,30.0,804963,"SAN FRANCISCO, CA",SNM,58342000000.0,58342000000.0,1.0,0.77,665.0,0.0,Y,0.1,0.0051,2011-03-31,Q1-2011
COMERICA BK/COMERICA,31.0,60143,"DALLAS, TX",SMB,55053000000.0,54031000000.0,0.98,0.77,443.0,1.0,N,0.0,0.0048,2011-03-31,Q1-2011
HUNTINGTON NB/HUNTINGTON BSHRS,32.0,12311,"COLUMBUS, OH",NAT,52555000000.0,52555000000.0,1.0,0.78,670.0,0.0,N,0.0,0.0046,2011-03-31,Q1-2011
HARRIS NA/HARRIS FC,33.0,75633,"CHICAGO, IL",NAT,49886000000.0,49842000000.0,1.0,0.78,345.0,0.0,N,1.0,0.0044,2011-03-31,Q1-2011
M&I MARSHALL & ILSLEY BK/MARSHALL & ILSLEY CORP,34.0,983448,"MILWAUKEE, WI",SMB,48006000000.0,48006000000.0,1.0,0.79,378.0,0.0,N,0.0,0.0042,2011-03-31,Q1-2011
DEUTSCHE BK TC AMERICAS/TAUNUS CORP,35.0,214807,"NEW YORK, NY",SMB,44888000000.0,40795000000.0,0.91,0.79,1.0,2.0,Y,1.0,0.0039,2011-03-31,Q1-2011
WELLS FARGO BK S CENT NA/WELLS FARGO & CO,36.0,2362458,"HOUSTON, TX",NAT,29797000000.0,29797000000.0,1.0,0.79,0.0,0.0,N,0.0,0.0026,2011-03-31,Q1-2011
SYNOVUS BK/SYNOVUS FC,37.0,395238,"COLUMBUS, GA",SNM,28189000000.0,28189000000.0,1.0,0.8,329.0,1.0,N,0.0,0.0025,2011-03-31,Q1-2011
RBC BK USA/RBC USA HOLDCO CORP,38.0,1494240,"RALEIGH, NC",SMB,27376000000.0,27376000000.0,1.0,0.8,425.0,1.0,N,1.0,0.0024,2011-03-31,Q1-2011
JPMORGAN B&TC NA/JPMORGAN CHASE & CO,39.0,3812165,"SAN FRANCISCO, CA",NAT,25973000000.0,25973000000.0,1.0,0.8,1.0,0.0,N,0.0,0.0023,2011-03-31,Q1-2011
FIRST TN BK NA/FIRST HORIZON NAT CORP,40.0,485559,"MEMPHIS, TN",NAT,24214000000.0,24214000000.0,1.0,0.8,183.0,0.0,Y,0.0,0.0021,2011-03-31,Q1-2011
BOKF NA/BOK FC,41.0,339858,"TULSA, OK",NAT,23576000000.0,23576000000.0,1.0,0.81,179.0,0.0,Y,0.0,0.0021,2011-03-31,Q1-2011
FIRST REPUBLIC BK/,42.0,4114567,"SAN FRANCISCO, CA",SNM,23576000000.0,23576000000.0,1.0,0.81,57.0,0.0,N,0.0,0.0021,2011-03-31,Q1-2011
FIRST NIAGARA BK NA/FIRST NIAGARA FNCL GROUP,43.0,517900,"BUFFALO, NY",NAT,21398000000.0,21398000000.0,1.0,0.81,258.0,0.0,N,0.0,0.0019,2011-03-31,Q1-2011
ASSOCIATED BK NA/ASSOCIATED BANC CORP,44.0,917742,"GREEN BAY, WI",NAT,21277000000.0,21277000000.0,1.0,0.81,278.0,1.0,N,0.0,0.0019,2011-03-31,Q1-2011
CITY NB/CITY NAT CORP,45.0,63069,"LOS ANGELES, CA",NAT,21270000000.0,21270000000.0,1.0,0.81,84.0,0.0,N,0.0,0.0019,2011-03-31,Q1-2011
EAST WEST BK/EAST W BC,46.0,197478,"PASADENA, CA",SMB,21137000000.0,20399000000.0,0.97,0.82,129.0,1.0,N,0.0,0.0019,2011-03-31,Q1-2011
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,47.0,491224,"RALEIGH, NC",SNM,20956000000.0,20956000000.0,1.0,0.82,443.0,0.0,N,0.0,0.0018,2011-03-31,Q1-2011
COMMERCE BK NA/COMMERCE BSHRS,48.0,601050,"KANSAS CITY, MO",NAT,18855000000.0,18855000000.0,1.0,0.82,205.0,0.0,N,0.0,0.0017,2011-03-31,Q1-2011
BANK OF AMERICA RI NA/BANK OF AMER CORP,49.0,3344611,"PROVIDENCE, RI",NAT,18627000000.0,18627000000.0,1.0,0.82,0.0,0.0,N,0.0,0.0016,2011-03-31,Q1-2011
TCF NB/TCF FC,50.0,266271,"SIOUX FALLS, SD",NAT,18609000000.0,18609000000.0,1.0,0.82,444.0,0.0,N,0.0,0.0016,2011-03-31,Q1-2011
FROST NB/CULLEN/FROST BKR,51.0,682563,"SAN ANTONIO, TX",NAT,17965000000.0,17965000000.0,1.0,0.82,129.0,0.0,N,0.0,0.0016,2011-03-31,Q1-2011
WEBSTER BK NA/WEBSTER FNCL CORP,52.0,761806,"WATERBURY, CT",NAT,17927000000.0,17927000000.0,1.0,0.83,180.0,0.0,Y,0.0,0.0016,2011-03-31,Q1-2011
BANK OF AMER CA NA/BANK OF AMER CORP,53.0,1443266,"SAN FRANCISCO, CA",NAT,17747000000.0,17747000000.0,1.0,0.83,0.0,0.0,N,0.0,0.0016,2011-03-31,Q1-2011
SILICON VALLEY BK/SVB FNCL GRP,54.0,802866,"SANTA CLARA, CA",SMB,17469000000.0,17469000000.0,1.0,0.83,3.0,0.0,N,0.0,0.0015,2011-03-31,Q1-2011
WELLS FARGO BK NW NA/WELLS FARGO & CO,55.0,688079,"OGDEN, UT",NAT,17330000000.0,17330000000.0,1.0,0.83,0.0,0.0,N,0.0,0.0015,2011-03-31,Q1-2011
ZIONS FIRST NB/ZIONS BC,56.0,276579,"SALT LAKE CITY, UT",NAT,16042000000.0,16042000000.0,1.0,0.83,132.0,0.0,N,0.0,0.0014,2011-03-31,Q1-2011
METLIFE BK NA/METLIFE,57.0,2777650,"BRIDGEWATER, NJ",NAT,15583000000.0,15583000000.0,1.0,0.83,1.0,0.0,N,0.0,0.0014,2011-03-31,Q1-2011
FIRST HAWAIIAN BK/BANCWEST CORP,58.0,980661,"HONOLULU, HI",SNM,15153000000.0,14577000000.0,0.96,0.83,62.0,0.0,Y,0.1,0.0013,2011-03-31,Q1-2011
FIRSTMERIT BK NA/FIRSTMERIT CORP,59.0,67311,"AKRON, OH",NAT,14455000000.0,14455000000.0,1.0,0.84,205.0,0.0,N,0.0,0.0013,2011-03-31,Q1-2011
BARCLAYS BK DE/BARCLAYS DE HOLDS LLC,60.0,2980209,"WILMINGTON, DE",SNM,14391000000.0,14391000000.0,1.0,0.84,0.0,0.0,N,1.0,0.0013,2011-03-31,Q1-2011
VALLEY NB/VALLEY NAT BC,61.0,229801,"PASSAIC, NJ",NAT,14342000000.0,14342000000.0,1.0,0.84,199.0,0.0,N,0.0,0.0013,2011-03-31,Q1-2011
SUSQUEHANNA BK/SUSQUEHANNA BSHRS,62.0,682611,"LITITZ, PA",SMB,13834000000.0,13834000000.0,1.0,0.84,219.0,0.0,N,0.0,0.0012,2011-03-31,Q1-2011
BANCORPSOUTH BK/BANCORPSOUTH,63.0,606046,"TUPELO, MS",SNM,13542000000.0,13542000000.0,1.0,0.84,281.0,0.0,N,0.0,0.0012,2011-03-31,Q1-2011
FIRST NB OF OMAHA/LAURITZEN CORP,64.0,527954,"OMAHA, NE",NAT,13148000000.0,13148000000.0,1.0,0.84,100.0,0.0,N,0.0,0.0012,2011-03-31,Q1-2011
BANK OF HAWAII/BANK OF HI CORP,65.0,795968,"HONOLULU, HI",SMB,12991000000.0,12577000000.0,0.97,0.84,83.0,1.0,Y,0.0,0.0011,2011-03-31,Q1-2011
NORTHERN TR NA/NORTHERN TR CORP,66.0,665931,"MIAMI, FL",NAT,12832000000.0,12832000000.0,1.0,0.84,54.0,0.0,Y,0.0,0.0011,2011-03-31,Q1-2011
PRIVATEBANK & TC/PRIVATEBANCORP,67.0,1842065,"CHICAGO, IL",SNM,12466000000.0,12466000000.0,1.0,0.84,30.0,0.0,N,0.0,0.0011,2011-03-31,Q1-2011
SIGNATURE BK/,68.0,2942690,"NEW YORK, NY",SNM,12380000000.0,12380000000.0,1.0,0.85,7.0,0.0,N,0.0,0.0011,2011-03-31,Q1-2011
