Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
BANK OF AMER NA/BANK OF AMER CORP,1.0,480228,"CHARLOTTE, NC",NAT,1047537000000.0,960873000000.0,0.92,0.13,6266.0,173.0,Y,0.0,0.133,2005-06-30,Q2-2005
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,2.0,852218,"COLUMBUS, OH",NAT,973113000000.0,632595000000.0,0.65,0.26,2798.0,113.0,Y,0.0,0.1235,2005-06-30,Q2-2005
CITIBANK NA/CITIGROUP,3.0,476810,"NEW YORK, NY",NAT,704855000000.0,303427000000.0,0.43,0.35,388.0,327.0,Y,0.0,0.0895,2005-06-30,Q2-2005
WACHOVIA BK NA/WACHOVIA CORP,4.0,484422,"CHARLOTTE, NC",NAT,459529000000.0,438599000000.0,0.95,0.4,3817.0,6.0,Y,0.0,0.0583,2005-06-30,Q2-2005
WELLS FARGO BK NA/WELLS FARGO & CO,5.0,451965,"SIOUX FALLS, SD",NAT,364120000000.0,362894000000.0,1.0,0.45,3674.0,2.0,Y,0.0,0.0462,2005-06-30,Q2-2005
U S BK NA/U S BC,6.0,504713,"CINCINNATI, OH",NAT,203478000000.0,203011000000.0,1.0,0.48,2718.0,1.0,Y,0.0,0.0258,2005-06-30,Q2-2005
SUNTRUST BK/SUNTRUST BK,7.0,675332,"ATLANTA, GA",SMB,167395000000.0,167349000000.0,1.0,0.5,1848.0,0.0,Y,0.0,0.0212,2005-06-30,Q2-2005
HSBC BK USA NA/HSBC NORTH AMER HOLD,8.0,413208,"WILMINGTON, DE",NAT,141452000000.0,131621000000.0,0.93,0.52,413.0,5.0,Y,1.0,0.018,2005-06-30,Q2-2005
STATE STREET B&TC/STATE STREET CORP,9.0,35301,"BOSTON, MA",SMB,91915000000.0,68881000000.0,0.75,0.53,2.0,11.0,Y,0.0,0.0117,2005-06-30,Q2-2005
CHASE BK USA NA/JPMORGAN CHASE & CO,10.0,489913,"NEWARK, DE",NAT,88312000000.0,88312000000.0,1.0,0.54,2.0,0.0,Y,0.0,0.0112,2005-06-30,Q2-2005
KEYBANK NA/KEYCORP,11.0,280110,"CLEVELAND, OH",NAT,86505000000.0,84809000000.0,0.98,0.55,1388.0,1.0,N,0.0,0.011,2005-06-30,Q2-2005
BANK OF NY/BANK OF NY CO,12.0,541101,"NEW YORK, NY",SMB,86079000000.0,60945000000.0,0.71,0.56,340.0,9.0,Y,0.0,0.0109,2005-06-30,Q2-2005
PNC BK NA/PNC FNCL SVC GROUP,13.0,817824,"PITTSBURGH, PA",NAT,82691000000.0,81035000000.0,0.98,0.57,940.0,0.0,Y,0.0,0.0105,2005-06-30,Q2-2005
REGIONS BK/REGIONS FC,14.0,233031,"BIRMINGHAM, AL",SMB,81821000000.0,77326000000.0,0.95,0.58,1547.0,0.0,N,0.0,0.0104,2005-06-30,Q2-2005
BRANCH BKG&TC/BB&T CORP,15.0,852320,"WINSTON-SALEM, NC",SNM,76719000000.0,76719000000.0,1.0,0.59,938.0,0.0,N,0.0,0.0097,2005-06-30,Q2-2005
LASALLE BK NA/ABN AMRO N AMER HC,16.0,455534,"CHICAGO, IL",NAT,69751000000.0,69751000000.0,1.0,0.6,133.0,1.0,N,1.0,0.0089,2005-06-30,Q2-2005
NATIONAL CITY BK/NATIONAL CITY CORP,17.0,259518,"CLEVELAND, OH",NAT,69601000000.0,69312000000.0,1.0,0.61,429.0,0.0,Y,0.0,0.0088,2005-06-30,Q2-2005
TREASURY BK NA/COUNTRYWIDE FC,18.0,1469211,"ALEXANDRIA, VA",NAT,65459000000.0,65459000000.0,1.0,0.62,2.0,0.0,N,0.0,0.0083,2005-06-30,Q2-2005
NORTH FORK BK/NORTH FORK BC,19.0,332907,"MATTITUCK, NY",SNM,59767000000.0,59767000000.0,1.0,0.62,354.0,0.0,N,0.0,0.0076,2005-06-30,Q2-2005
MBNA AMERICA BK NA/MBNA CORP,20.0,1830035,"WILMINGTON, DE",NAT,59249000000.0,49497000000.0,0.84,0.63,2.0,1.0,N,0.0,0.0075,2005-06-30,Q2-2005
BANK OF AMER NA USA/BANK OF AMER CORP,21.0,1417557,"PHOENIX, AZ",NAT,57435000000.0,57435000000.0,1.0,0.64,0.0,0.0,N,0.0,0.0073,2005-06-30,Q2-2005
FIFTH THIRD BK/FIFTH THIRD BC,22.0,723112,"CINCINNATI, OH",SMB,56880000000.0,56880000000.0,1.0,0.65,396.0,0.0,N,0.0,0.0072,2005-06-30,Q2-2005
COMERICA BK/COMERICA,23.0,60143,"DETROIT, MI",SMB,54862000000.0,52764000000.0,0.96,0.65,382.0,1.0,N,0.0,0.007,2005-06-30,Q2-2005
MANUFACTURERS & TRADERS TC/M&T BK CORP,24.0,501105,"BUFFALO, NY",SMB,53956000000.0,53956000000.0,1.0,0.66,705.0,1.0,Y,0.22,0.0068,2005-06-30,Q2-2005
UNION BK OF CA NA/UNIONBANCAL CORP,25.0,212465,"SAN FRANCISCO, CA",NAT,50519000000.0,48758000000.0,0.97,0.67,323.0,6.0,Y,0.6,0.0064,2005-06-30,Q2-2005
